# index, name, _pos
155,1510,"array([ 0.16236648, -0.34936051])"
156,3479,"array([ 0.16592128, -0.36501183])"
157,3533,"array([ 0.17260167, -0.37375398])"
158,3659,"array([ 0.13608442, -0.37251547])"
159,4992,"array([ 0.16883078, -0.34665819])"
160,2532,"array([ 0.15273165, -0.34045965])"
161,4397,"array([ 0.14917846, -0.36499433])"
162,5354,"array([ 0.16673137, -0.39952906])"
163,4234,"array([ 0.13854447, -0.34201843])"
164,4560,"array([ 0.13425544, -0.36113022])"
165,1866,"array([ 0.15418539, -0.38115593])"
166,3247,"array([ 0.14338665, -0.39565345])"
167,3570,"array([ 0.19806078, -0.37483679])"
168,338,"array([ 0.17827276, -0.36527202])"
169,2628,"array([ 0.13951544, -0.38217101])"
170,1143,"array([ 0.1448345 , -0.36085528])"
171,4651,"array([ 0.13797848, -0.42229238])"
172,2770,"array([ 0.16099941, -0.3477382 ])"
173,2454,"array([ 0.1005293 , -0.38191351])"
174,4568,"array([ 0.1487556 , -0.38443752])"
175,3484,"array([ 0.16316779, -0.38192947])"
176,5441,"array([ 0.13579649, -0.34540596])"
177,3582,"array([ 0.15537949, -0.34957422])"
178,438,"array([ 0.14433154, -0.41421224])"
179,130,"array([ 0.14988282, -0.33162363])"
180,696,"array([ 0.1433515 , -0.36878721])"
181,4572,"array([ 0.15511623, -0.33314244])"
182,4171,"array([ 0.17825236, -0.37333067])"
183,3677,"array([ 0.15876557, -0.34489945])"
184,2804,"array([ 0.13443735, -0.34970367])"
185,2462,"array([ 0.14213372, -0.36475066])"
186,1152,"array([ 0.17809517, -0.32141435])"
187,969,"array([ 0.1530206 , -0.43352084])"
188,1621,"array([ 0.16112195, -0.38582065])"
189,2729,"array([ 0.10673574, -0.43213888])"
190,4213,"array([ 0.1508007 , -0.35165319])"
191,801,"array([ 0.13314434, -0.37836746])"
192,4762,"array([ 0.13701507, -0.38264258])"
193,1335,"array([ 0.1228837 , -0.38955782])"
194,4178,"array([ 0.17998455, -0.39085682])"
195,1369,"array([ 0.15124161, -0.38654293])"
196,1534,"array([ 0.09420732, -0.4309094 ])"
197,3929,"array([ 0.14136832, -0.38460406])"
198,2897,"array([ 0.16129898, -0.3980668 ])"
199,25,"array([ 0.15859166, -0.39364017])"
200,3934,"array([ 0.16228171, -0.35670864])"
201,3766,"array([ 0.12822712, -0.36217596])"
202,4770,"array([ 0.14108271, -0.40006364])"
203,5457,"array([ 0.1532876 , -0.39293137])"
204,3502,"array([ 0.17351207, -0.37707046])"
205,4591,"array([ 0.15962508, -0.34872089])"
206,5286,"array([ 0.13140102, -0.35253239])"
207,1344,"array([ 0.15705786, -0.37098239])"
208,3301,"array([ 0.14374884, -0.34631307])"
209,1891,"array([ 0.16363541, -0.34802442])"
210,1808,"array([ 0.11868817, -0.36753477])"
211,3939,"array([ 0.17988722, -0.37762233])"
212,3326,"array([ 0.15779025, -0.38451578])"
213,5114,"array([ 0.14626373, -0.38730809])"
214,3337,"array([ 0.10921382, -0.44819415])"
215,4867,"array([ 0.16062093, -0.36104476])"
216,1087,"array([ 0.15625206, -0.40803721])"
217,4426,"array([ 0.12598774, -0.39479695])"
218,2996,"array([ 0.15901429, -0.32823079])"
219,2225,"array([ 0.13513603, -0.3808008 ])"
220,2136,"array([ 0.15839001, -0.34645299])"
221,905,"array([ 0.16653302, -0.38860333])"
222,826,"array([ 0.13979659, -0.40424775])"
223,1997,"array([ 0.10202035, -0.3964792 ])"
224,2832,"array([ 0.14981229, -0.37901436])"
225,3514,"array([ 0.18428883, -0.41519911])"
226,36,"array([ 0.14423346, -0.38623836])"
227,558,"array([ 0.13115431, -0.36123675])"
228,3430,"array([ 0.1654596 , -0.33420009])"
229,5218,"array([ 0.17307936, -0.36009226])"
230,3297,"array([ 0.14827857, -0.34119611])"
231,3709,"array([ 0.14099104, -0.38710147])"
232,1273,"array([ 0.135702  , -0.35815713])"
233,3007,"array([ 0.16266363, -0.35181601])"
234,5309,"array([ 0.14764691, -0.36276593])"
235,837,"array([ 0.12437585, -0.35756701])"
236,4519,"array([ 0.15033958, -0.34215385])"
237,1686,"array([ 0.13179573, -0.3971466 ])"
238,570,"array([ 0.12833324, -0.37896416])"
239,4443,"array([ 0.14663963, -0.34277428])"
240,4933,"array([ 0.15806262, -0.34109354])"
241,3120,"array([ 0.1265049 , -0.37753574])"
242,378,"array([ 0.14698463, -0.3645405 ])"
243,4126,"array([ 0.15075834, -0.35650567])"
244,3102,"array([ 0.16797532, -0.36982368])"
245,1482,"array([ 0.12488922, -0.39935718])"
246,4798,"array([ 0.1311186, -0.3678359])"
247,3327,"array([ 0.15640962, -0.38265627])"
248,3452,"array([ 0.14258647, -0.3441215 ])"
249,1578,"array([ 0.18564022, -0.37517981])"
250,3362,"array([ 0.14866589, -0.38693645])"
251,4969,"array([ 0.14348711, -0.34006465])"
252,3631,"array([ 0.113005  , -0.38698916])"
253,4869,"array([ 0.14074192, -0.37653823])"
254,2154,"array([ 0.1458978 , -0.40267928])"
255,2685,"array([ 0.12962286, -0.34548486])"
256,2776,"array([ 0.13521039, -0.35497042])"
257,4630,"array([ 0.15157477, -0.3724853 ])"
258,3819,"array([ 0.15354657, -0.36579437])"
259,4218,"array([ 0.12387754, -0.37857053])"
260,2859,"array([ 0.17582295, -0.36989417])"
261,3032,"array([ 0.14801148, -0.34423475])"
262,4055,"array([ 0.14095383, -0.38975456])"
263,4220,"array([ 0.15451136, -0.33539214])"
264,4466,"array([ 0.16248293, -0.33964527])"
265,1305,"array([ 0.11123962, -0.44073607])"
266,5247,"array([ 0.15721601, -0.40139653])"
267,3123,"array([ 0.14308532, -0.40086311])"
268,1032,"array([ 0.14465409, -0.35052456])"
269,5342,"array([ 0.17846196, -0.39418709])"
270,2787,"array([ 0.1630405 , -0.36513872])"
271,3903,"array([ 0.13018781, -0.37594477])"
272,5257,"array([ 0.16060767, -0.30669095])"
273,4333,"array([ 0.12338884, -0.37267352])"
274,332,"array([ 0.17697629, -0.34871298])"
275,3831,"array([ 0.13225381, -0.38143983])"
276,423,"array([ 0.16474887, -0.36700094])"
277,1327,"array([ 0.1312199 , -0.36375631])"
278,3905,"array([ 0.11062535, -0.43245163])"
279,4,"array([ 0.011931  , -0.49090308])"
280,4150,"array([-0.0066997 , -0.50370867])"
281,5386,"array([-0.01613949, -0.49280474])"
282,4948,"array([ 0.04667697, -0.47036841])"
283,3747,"array([ 0.04476875, -0.49367703])"
284,5239,"array([ 0.00421957, -0.49135408])"
285,831,"array([ 0.0172903, -0.4795306])"
286,4301,"array([-0.01478925, -0.52358458])"
287,4268,"array([-0.02043236, -0.48585419])"
288,5460,"array([ 0.00539076, -0.47588875])"
289,3963,"array([ 0.01658913, -0.49227486])"
290,5289,"array([ 0.03091105, -0.48843245])"
291,4233,"array([ 0.02553072, -0.45942085])"
292,5,"array([ 0.1957882, -0.4260313])"
293,5196,"array([ 0.2083389 , -0.43155252])"
294,2402,"array([ 0.19102291, -0.42173118])"
295,2942,"array([ 0.18530205, -0.40105703])"
296,3395,"array([ 0.20408452, -0.4342278 ])"
297,1466,"array([ 0.20446869, -0.40674225])"
298,646,"array([ 0.18873267, -0.37666042])"
299,400,"array([ 0.17448012, -0.42040992])"
300,3821,"array([ 0.18989692, -0.41584194])"
301,893,"array([ 0.17080261, -0.41329516])"
302,5357,"array([ 0.20346949, -0.44136476])"
303,5207,"array([ 0.20123407, -0.42531351])"
304,4420,"array([ 0.18818207, -0.43477788])"
305,4203,"array([ 0.20116099, -0.43398582])"
306,4184,"array([ 0.18366037, -0.38813678])"
307,4256,"array([ 0.20181449, -0.42775913])"
308,1593,"array([ 0.18980958, -0.40627856])"
309,2348,"array([ 0.20748025, -0.42451068])"
310,4903,"array([ 0.19642912, -0.43266329])"
311,981,"array([ 0.18869114, -0.32032745])"
312,3985,"array([ 0.20098048, -0.38988553])"
313,4474,"array([ 0.17513308, -0.39902271])"
314,5140,"array([ 0.18778974, -0.43109982])"
315,3453,"array([ 0.19605477, -0.39780923])"
316,6,"array([ 0.19934597, -0.29018327])"
317,1168,"array([ 0.18853023, -0.33416686])"
318,5059,"array([ 0.1953386 , -0.31317869])"
319,200,"array([ 0.19282742, -0.32164379])"
320,3461,"array([ 0.19773232, -0.3135112 ])"
321,2299,"array([ 0.2024537 , -0.31406322])"
322,3541,"array([ 0.18018927, -0.31664294])"
323,2745,"array([ 0.16830494, -0.31595353])"
324,3290,"array([ 0.20261458, -0.3388671 ])"
325,4584,"array([ 0.19783807, -0.32592929])"
326,3830,"array([ 0.20069239, -0.29617499])"
327,5112,"array([ 0.18745784, -0.31814088])"
328,5360,"array([ 0.19378363, -0.30636014])"
329,1947,"array([ 0.23383662, -0.29662999])"
330,3059,"array([ 0.17456419, -0.32082836])"
331,3186,"array([ 0.18380572, -0.30198533])"
332,1793,"array([ 0.18296824, -0.30624625])"
333,1822,"array([ 0.16256176, -0.31626817])"
334,7,"array([ 0.19577317, -0.36678897])"
335,3705,"array([ 0.14549037, -0.41829233])"
336,5413,"array([ 0.16286416, -0.36733888])"
337,1882,"array([ 0.18796189, -0.36526832])"
338,3276,"array([ 0.19732938, -0.36640079])"
339,4583,"array([ 0.23520118, -0.3957713 ])"
340,1299,"array([ 0.15945245, -0.36534898])"
341,2258,"array([ 0.22041185, -0.3405689 ])"
342,1540,"array([ 0.19466011, -0.32101694])"
343,997,"array([ 0.19401591, -0.33288667])"
344,4399,"array([ 0.19111971, -0.34609262])"
345,3459,"array([ 0.20750938, -0.35281415])"
346,1475,"array([ 0.19675751, -0.33576523])"
347,1192,"array([ 0.17581042, -0.30572521])"
348,4100,"array([ 0.18273361, -0.38621569])"
349,3034,"array([ 0.18162467, -0.35429015])"
350,1889,"array([ 0.1896801 , -0.34735227])"
351,3141,"array([ 0.20385052, -0.36886978])"
352,2599,"array([ 0.1940253 , -0.36567072])"
353,1000,"array([ 0.16863504, -0.3889781 ])"
354,252,"array([ 0.21101201, -0.34266467])"
355,1169,"array([ 0.18834863, -0.36079841])"
356,3835,"array([ 0.18711138, -0.35774915])"
357,3332,"array([ 0.24712898, -0.38780381])"
358,354,"array([ 0.18428245, -0.36005758])"
359,2932,"array([ 0.19293094, -0.35036292])"
360,1989,"array([ 0.17223463, -0.3756588 ])"
361,1481,"array([ 0.15166816, -0.34679362])"
362,1928,"array([ 0.20169284, -0.40680566])"
363,578,"array([ 0.21010987, -0.33898843])"
364,3892,"array([ 0.22005772, -0.36585185])"
365,3214,"array([ 0.20259952, -0.36990623])"
366,986,"array([ 0.16785992, -0.35513512])"
367,4548,"array([ 0.1872484 , -0.38668983])"
368,3080,"array([ 0.17287762, -0.35594682])"
369,1750,"array([ 0.19071622, -0.36444114])"
370,3783,"array([ 0.19778305, -0.39693645])"
371,2922,"array([ 0.20530584, -0.33905786])"
372,2293,"array([ 0.19306407, -0.38847227])"
373,1155,"array([ 0.21466145, -0.38778818])"
374,1487,"array([ 0.21536331, -0.33406942])"
375,4105,"array([ 0.19405382, -0.37886859])"
376,753,"array([ 0.19516612, -0.35474193])"
377,3063,"array([ 0.18070265, -0.34562186])"
378,4877,"array([ 0.18723271, -0.35280157])"
379,5123,"array([ 0.18154631, -0.35679016])"
380,8,"array([ 0.24254805, -0.26454924])"
381,1146,"array([ 0.23345624, -0.29977899])"
382,4709,"array([ 0.24269808, -0.28087701])"
383,1212,"array([ 0.22574668, -0.28628505])"
384,1668,"array([ 0.23369085, -0.27552475])"
385,1084,"array([ 0.20990093, -0.2905509 ])"
386,2283,"array([ 0.19997599, -0.31330822])"
387,4275,"array([ 0.25474302, -0.27332868])"
388,3564,"array([ 0.24460689, -0.27643701])"
389,1158,"array([ 0.24875399, -0.27882197])"
390,1733,"array([ 0.23000545, -0.27467479])"
391,3211,"array([ 0.2401413 , -0.30630872])"
392,1080,"array([ 0.22901027, -0.28579522])"
393,4677,"array([ 0.24032946, -0.28201295])"
394,444,"array([ 0.19754075, -0.30247215])"
395,5296,"array([ 0.23631518, -0.28060256])"
396,9,"array([ 0.10590525, -0.45014267])"
397,4070,"array([ 0.09750058, -0.46176451])"
398,848,"array([ 0.0895862 , -0.44321849])"
399,1594,"array([ 0.09393749, -0.44716552])"
400,3495,"array([ 0.09197804, -0.4386591 ])"
401,3010,"array([ 0.11103225, -0.41899735])"
402,465,"array([ 0.11266764, -0.47521036])"
403,3560,"array([ 0.10213173, -0.45827625])"
404,2506,"array([ 0.11427872, -0.43857168])"
405,2958,"array([ 0.11169349, -0.46202741])"
406,3432,"array([ 0.10533107, -0.4557844 ])"
407,3274,"array([ 0.09199611, -0.44533811])"
408,5077,"array([ 0.08427804, -0.45158648])"
409,74,"array([ 0.09713224, -0.45749718])"
410,1045,"array([ 0.12300028, -0.48388096])"
411,4754,"array([ 0.10796564, -0.49603861])"
412,10,"array([-0.04839929, -0.56116526])"
413,833,"array([-0.06440286, -0.53772403])"
414,4434,"array([-0.04276647, -0.55933005])"
415,2186,"array([-0.03167456, -0.5649167 ])"
416,4600,"array([-0.02482403, -0.56858184])"
417,709,"array([-0.09655927, -0.56667312])"
418,5220,"array([-0.05913586, -0.56575688])"
419,3345,"array([-0.07288055, -0.5618234 ])"
420,4498,"array([-0.03414366, -0.57225041])"
421,1940,"array([-0.03680551, -0.57819153])"
422,4292,"array([-0.04418789, -0.58461736])"
423,588,"array([-0.08956627, -0.5636526 ])"
424,1964,"array([-0.02904079, -0.57656945])"
425,3323,"array([-0.00278863, -0.53702321])"
426,3263,"array([-0.03915017, -0.57736956])"
427,2214,"array([-0.02616663, -0.57077009])"
428,1804,"array([-0.02870752, -0.56094035])"
429,933,"array([-0.05609687, -0.56606713])"
430,1909,"array([-0.02633289, -0.56503552])"
431,123,"array([-0.04189572, -0.56202497])"
432,1259,"array([-0.03898656, -0.56144003])"
433,4098,"array([-0.04149631, -0.56949933])"
434,1103,"array([-0.03933632, -0.57294232])"
435,125,"array([-0.02935184, -0.57426217])"
436,3754,"array([-0.03958775, -0.55863168])"
437,2758,"array([-0.02911004, -0.56466098])"
438,2486,"array([-0.02000046, -0.56405162])"
439,1785,"array([-0.01401238, -0.55181735])"
440,1851,"array([-0.1028678 , -0.56919878])"
441,1546,"array([-0.04939212, -0.57164675])"
442,519,"array([-0.0460314 , -0.54803329])"
443,84,"array([-0.04097347, -0.56611551])"
444,2710,"array([-0.04076429, -0.58718389])"
445,4942,"array([-0.02502669, -0.55829554])"
446,841,"array([-0.03713988, -0.55351029])"
447,2634,"array([-0.03493267, -0.56882425])"
448,4352,"array([-0.03562516, -0.56030794])"
449,2673,"array([-0.05183467, -0.56843697])"
450,1788,"array([-0.02497963, -0.55228635])"
451,780,"array([-0.06825184, -0.56098938])"
452,2701,"array([-0.06259748, -0.56983275])"
453,288,"array([-0.03051704, -0.57220136])"
454,4511,"array([-0.03890522, -0.56465667])"
455,372,"array([ 0.00075926, -0.5536642 ])"
456,3147,"array([-0.03003461, -0.56690165])"
457,2201,"array([-0.06281255, -0.56329456])"
458,868,"array([-0.02033784, -0.55658746])"
459,4289,"array([-0.0236655 , -0.56513551])"
460,5085,"array([-0.05587192, -0.57279508])"
461,4045,"array([-0.03452012, -0.57525023])"
462,945,"array([-0.09770202, -0.56190144])"
463,279,"array([-0.03707138, -0.5706198 ])"
464,4606,"array([-0.04577369, -0.56044187])"
465,4649,"array([-0.03493369, -0.56629282])"
466,4230,"array([-0.02135287, -0.55309529])"
467,4010,"array([-0.03447677, -0.57983851])"
468,681,"array([-0.04826543, -0.56781283])"
469,1647,"array([-0.03388215, -0.56342334])"
470,168,"array([-0.0227619 , -0.57244874])"
471,11,"array([ 0.17938261, -0.41947776])"
472,4579,"array([ 0.15833831, -0.42508744])"
473,2962,"array([ 0.20133829, -0.39699052])"
474,1271,"array([ 0.20897972, -0.40561942])"
475,2208,"array([ 0.19081253, -0.3881544 ])"
476,91,"array([ 0.1992289 , -0.40859054])"
477,1491,"array([ 0.15564559, -0.41092324])"
478,2978,"array([ 0.16787811, -0.40805096])"
479,1290,"array([ 0.20515912, -0.44684394])"
480,3157,"array([ 0.17259848, -0.41790013])"
481,5348,"array([ 0.17971562, -0.39576837])"
482,4312,"array([ 0.21427571, -0.41076718])"
483,4482,"array([ 0.18117458, -0.38642858])"
484,1101,"array([ 0.18371797, -0.39520125])"
485,3480,"array([ 0.16429223, -0.43112543])"
486,4496,"array([ 0.16839959, -0.39508536])"
487,3413,"array([ 0.186269  , -0.41317265])"
488,1520,"array([ 0.11747864, -0.39020442])"
489,3371,"array([ 0.1837087 , -0.39131973])"
490,1047,"array([ 0.17769068, -0.40799803])"
491,2429,"array([ 0.204484 , -0.4155172])"
492,4540,"array([ 0.17367609, -0.40006865])"
493,5030,"array([ 0.156222  , -0.41367846])"
494,2471,"array([ 0.1966128 , -0.38863312])"
495,3075,"array([ 0.1835764 , -0.41342395])"
496,68,"array([ 0.17822507, -0.40311794])"
497,4020,"array([ 0.17839426, -0.41671638])"
498,3823,"array([ 0.18409496, -0.44698529])"
499,105,"array([ 0.17661184, -0.40075792])"
500,1326,"array([ 0.20321942, -0.37526118])"
501,1500,"array([ 0.19417959, -0.43050423])"
502,459,"array([ 0.21264597, -0.40624107])"
503,4423,"array([ 0.17590098, -0.39529126])"
504,3042,"array([ 0.18343541, -0.42693425])"
505,2115,"array([ 0.17093584, -0.42010042])"
506,5271,"array([ 0.18214518, -0.43058088])"
507,4605,"array([ 0.18671005, -0.39829371])"
508,2828,"array([ 0.18200939, -0.39632783])"
509,2705,"array([ 0.19355941, -0.38679083])"
510,2829,"array([ 0.17370105, -0.40893338])"
511,2830,"array([ 0.18633654, -0.41088447])"
512,1754,"array([ 0.19288718, -0.41921122])"
513,3884,"array([ 0.15266239, -0.43043459])"
514,389,"array([ 0.17722586, -0.42236743])"
515,3907,"array([ 0.16830242, -0.42013935])"
516,4270,"array([ 0.17092628, -0.43789729])"
517,3703,"array([ 0.18299552, -0.40863439])"
518,4530,"array([ 0.18901331, -0.40345263])"
519,5258,"array([ 0.17776101, -0.4148563 ])"
520,12,"array([ 0.11365606, -0.38256602])"
521,417,"array([ 0.15291224, -0.33436038])"
522,1258,"array([ 0.17306681, -0.39135159])"
523,4979,"array([ 0.14758574, -0.34747573])"
524,1616,"array([ 0.17716002, -0.36764342])"
525,13,"array([ 0.0130946, -0.5145665])"
526,3769,"array([ 0.01290791, -0.5239736 ])"
527,3492,"array([-0.00063451, -0.47393592])"
528,1792,"array([ 0.01994592, -0.55482536])"
529,1166,"array([ 0.02042986, -0.48683877])"
530,14,"array([-0.04891309, -0.58391189])"
531,1626,"array([-0.05778501, -0.57398071])"
532,3494,"array([-0.03693912, -0.57346594])"
533,2047,"array([-0.05390451, -0.58233565])"
534,2549,"array([-0.04119899, -0.61423837])"
535,3838,"array([-0.04736529, -0.5867206 ])"
536,450,"array([-0.05604779, -0.58472246])"
537,1716,"array([-0.05722572, -0.56113948])"
538,4461,"array([-0.0382657 , -0.61150585])"
539,728,"array([-0.06466402, -0.59185088])"
540,1211,"array([-0.06371394, -0.56715294])"
541,1872,"array([-0.01685391, -0.56098302])"
542,2906,"array([-0.02789827, -0.57985869])"
543,1165,"array([-0.04387161, -0.57822846])"
544,3203,"array([-0.04225214, -0.59037154])"
545,1172,"array([-0.07727975, -0.6045191 ])"
546,482,"array([-0.05268128, -0.57975242])"
547,1242,"array([-0.06970311, -0.57017252])"
548,2438,"array([-0.04702662, -0.57745577])"
549,2372,"array([-0.0144681 , -0.56702993])"
550,5010,"array([-0.04606138, -0.5909188 ])"
551,582,"array([-0.04052292, -0.58443344])"
552,3192,"array([-0.05663505, -0.57784745])"
553,2831,"array([-0.03055613, -0.58015053])"
554,2940,"array([-0.04613912, -0.59463448])"
555,1463,"array([-0.05346776, -0.57653232])"
556,15,"array([-0.04470896, -0.55186835])"
557,3637,"array([-0.04889784, -0.57462114])"
558,3799,"array([-0.04888333, -0.55305543])"
559,3026,"array([-0.03321308, -0.55979589])"
560,5219,"array([-0.04392667, -0.57437851])"
