# index, name, _pos
214,3141,"array([4.17553607, 0.99869594])"
215,817,"array([4.15189274, 1.00150861])"
216,1840,"array([4.14349364, 1.01042852])"
217,1839,"array([4.15183868, 0.99591506])"
218,2324,"array([4.15181688, 1.03216418])"
219,3143,"array([4.18223472, 0.99732912])"
220,3142,"array([4.17990997, 1.00675111])"
221,174,"array([4.12112568, 1.03598115])"
222,2315,"array([4.15314999, 0.99870741])"
223,1356,"array([4.14957156, 1.00671845])"
224,1835,"array([4.13872648, 1.01222014])"
225,296,"array([4.12503443, 1.03917539])"
226,3118,"array([4.17854706, 0.98604451])"
227,1542,"array([4.13865278, 1.02609944])"
228,3111,"array([4.19522069, 1.00419482])"
229,753,"array([4.13412682, 1.01197629])"
230,3088,"array([4.19525706, 0.99183872])"
231,395,"array([4.1289531 , 1.02812558])"
232,3068,"array([4.17454431, 0.9817237 ])"
233,3042,"array([4.18160589, 1.00337087])"
234,1442,"array([4.18758235, 1.03945808])"
235,1339,"array([4.15255422, 1.02592354])"
236,596,"array([4.11866615, 1.03473363])"
237,2281,"array([4.16114321, 0.99532465])"
238,222,"array([4.12735462, 1.02456396])"
239,194,"array([4.15731254, 1.05664097])"
240,3064,"array([4.18857862, 1.00234294])"
241,1812,"array([4.09445883, 1.00258516])"
242,1796,"array([4.14610813, 1.02304759])"
243,701,"array([4.11282044, 1.03505558])"
244,124,"array([4.11161465, 1.03904045])"
245,3057,"array([4.18730032, 0.99314062])"
246,7427,"array([4.16031931, 1.03690935])"
247,2276,"array([4.15432551, 1.00449078])"
248,2271,"array([4.16605082, 1.02289853])"
249,1525,"array([4.14948904, 1.03192296])"
250,2235,"array([4.16576487, 1.00258787])"
251,3027,"array([4.20150132, 1.01046643])"
252,2090,"array([4.09694119, 1.00226169])"
253,1342,"array([4.13897734, 1.02857367])"
254,331,"array([4.12468533, 1.02956459])"
255,3023,"array([4.16859289, 0.98637086])"
256,2261,"array([4.11128077, 0.99622263])"
257,68,"array([4.08393615, 1.01552904])"
258,116,"array([4.11896316, 1.0195913 ])"
259,1043,"array([4.12807882, 1.01926689])"
260,3020,"array([4.19735573, 1.01639368])"
261,491,"array([4.11040925, 1.05372391])"
262,179,"array([4.10707895, 1.05350325])"
263,2252,"array([4.16235734, 1.02324491])"
264,214,"array([4.12574794, 1.02379659])"
265,439,"array([4.1496143 , 1.07279345])"
266,2147,"array([4.15362405, 1.02042608])"
267,1167,"array([4.14218526, 1.02931307])"
268,697,"array([4.10799835, 1.02960335])"
269,67,"array([4.13449937, 1.05125605])"
270,1793,"array([4.1552381 , 1.00158751])"
271,258,"array([4.11737968, 1.03924566])"
272,1340,"array([4.13076074, 1.03683155])"
273,2996,"array([4.18566625, 1.00132913])"
274,1520,"array([4.18984672, 1.02285169])"
275,1336,"array([4.13310827, 1.01585298])"
276,30,"array([4.11496146, 1.03256159])"
277,178,"array([4.08558943, 1.01935073])"
278,747,"array([4.13705976, 1.05049009])"
279,2962,"array([4.19013653, 0.99586484])"
280,2952,"array([4.1922373 , 0.99846586])"
281,455,"array([4.15718216, 1.04161205])"
282,260,"array([4.14087736, 1.04786795])"
283,623,"array([4.13630421, 1.05263057])"
284,29,"array([4.11944362, 1.03630347])"
285,1510,"array([4.17488897, 1.01710737])"
286,2927,"array([4.17273908, 0.99021139])"
287,301,"array([4.15491193, 1.03964572])"
288,2907,"array([4.20254588, 1.01350752])"
289,2909,"array([4.17760386, 1.00427379])"
290,1148,"array([4.1500723 , 1.04283127])"
291,955,"array([4.13910601, 1.05429016])"
292,1502,"array([4.13784347, 1.03752801])"
293,2853,"array([4.16551069, 1.0361604 ])"
294,1500,"array([4.14068664, 1.03711782])"
295,2178,"array([4.17577753, 1.0204846 ])"
296,1320,"array([4.14842419, 1.03420255])"
297,874,"array([4.15194433, 1.04892812])"
298,2177,"array([4.16472864, 1.02507379])"
299,2892,"array([4.19301585, 1.0300187 ])"
300,636,"array([4.18237974, 1.03075558])"
301,1034,"array([4.14016194, 1.05004001])"
302,1494,"array([4.14432194, 1.04233767])"
303,276,"array([4.1116008 , 1.05998642])"
304,1318,"array([4.16135537, 1.02954056])"
305,117,"array([4.14805877, 1.04539232])"
306,1492,"array([4.14908214, 1.01550922])"
307,1302,"array([4.17562449, 1.02741061])"
308,1313,"array([4.1331668 , 1.00676419])"
309,1491,"array([4.13189979, 1.02288378])"
310,2870,"array([4.1920237 , 1.00432072])"
311,2181,"array([4.17355513, 1.02996889])"
312,1309,"array([4.13369684, 1.02457834])"
313,1750,"array([4.15833403, 1.00377711])"
314,2848,"array([4.18343331, 1.00944187])"
315,1458,"array([4.15337964, 1.06090464])"
316,951,"array([4.12030889, 1.04183825])"
317,1029,"array([4.13770482, 1.04549068])"
318,2176,"array([4.15274666, 1.05814082])"
319,2846,"array([4.17260909, 0.99743954])"
320,347,"array([4.1309863 , 1.05391602])"
321,2173,"array([4.1419459 , 0.99982372])"
322,2826,"array([4.18866539, 0.99932881])"
323,1742,"array([4.1803816 , 1.04109992])"
324,2166,"array([4.16225196, 1.04409489])"
325,2823,"array([4.19577058, 0.99792535])"
326,2820,"array([4.19852488, 1.0228485 ])"
327,2814,"array([4.19446801, 1.0010182 ])"
328,1736,"array([4.13918146, 1.04344117])"
329,1025,"array([4.15264027, 1.05427532])"
330,1482,"array([4.16344365, 1.04635017])"
331,1483,"array([4.17008876, 1.03706972])"
332,2152,"array([4.12127653, 1.01379374])"
333,2806,"array([4.20054043, 1.0199302 ])"
334,1128,"array([4.13256437, 1.05522651])"
335,2801,"array([4.18837108, 1.00507045])"
336,2795,"array([4.18247488, 1.00055234])"
337,1290,"array([4.15583575, 1.0508511 ])"
338,1288,"array([4.15770166, 1.03939113])"
339,1436,"array([4.17656216, 1.06279744])"
340,2498,"array([4.20010872, 1.01606541])"
341,2784,"array([4.18632074, 1.01130389])"
342,587,"array([4.13805218, 1.04168823])"
343,2780,"array([4.19564147, 1.01365649])"
344,2779,"array([4.19281837, 1.01301419])"
345,305,"array([4.13744416, 1.03011762])"
346,944,"array([4.14805627, 1.03638023])"
347,2129,"array([4.17244985, 1.03803664])"
348,683,"array([4.13652346, 1.0549947 ])"
349,42,"array([4.127257  , 1.05876214])"
350,1136,"array([4.14624664, 1.05455775])"
351,1283,"array([4.15644297, 1.04418658])"
352,2127,"array([4.15787134, 1.01072076])"
353,2093,"array([4.19268354, 1.03501634])"
354,1284,"array([4.15804396, 1.05899568])"
355,72,"array([4.12413298, 1.06159485])"
356,264,"array([4.13217922, 1.06193998])"
357,2756,"array([4.17811462, 0.98288749])"
358,1285,"array([4.13612677, 1.04457362])"
359,613,"array([4.13534941, 1.05954229])"
360,304,"array([4.13425271, 1.0563133 ])"
361,1282,"array([4.14152008, 1.03943976])"
362,4721,"array([4.14915085, 0.99707618])"
363,1475,"array([4.14397816, 1.05537509])"
364,2746,"array([4.17580069, 0.98842817])"
365,1715,"array([4.17336834, 1.0524097 ])"
366,734,"array([4.14579446, 1.04045219])"
367,2108,"array([4.18703381, 1.04236204])"
368,1923,"array([4.19733842, 1.02769117])"
369,1465,"array([4.16725222, 1.05343267])"
370,2742,"array([4.1942687 , 1.01737504])"
371,2117,"array([4.19232596, 0.98792897])"
372,1720,"array([4.15891113, 1.05220529])"
373,90,"array([4.13395688, 1.06085428])"
374,2731,"array([4.17521594, 0.98524854])"
375,1457,"array([4.17019944, 1.04776759])"
376,2725,"array([4.18514228, 0.99834178])"
377,2109,"array([4.18155852, 1.0486768 ])"
378,543,"array([4.16957727, 1.05845527])"
379,2102,"array([4.17782709, 1.04350547])"
380,712,"array([4.18971114, 1.05021609])"
381,231,"array([4.14897598, 1.06820822])"
382,2687,"array([4.17151413, 0.98397954])"
383,1708,"array([4.17128254, 1.05053879])"
384,1129,"array([4.14381953, 1.0226425 ])"
385,76,"array([4.15770774, 1.08991251])"
386,2065,"array([4.19974445, 1.04782242])"
387,1251,"array([4.19517604, 1.04329264])"
388,1248,"array([4.15473259, 1.06282533])"
389,725,"array([4.16401907, 1.07204589])"
390,2559,"array([4.17519115, 1.00181668])"
391,507,"array([4.151929  , 1.08020713])"
392,1942,"array([4.1852051, 1.049104 ])"
393,1232,"array([4.1770011 , 1.04901488])"
394,534,"array([4.15114233, 1.08861892])"
395,994,"array([4.16912267, 1.05137408])"
396,503,"array([4.12083612, 1.06998384])"
397,2448,"array([4.18312113, 1.00628526])"
398,846,"array([4.13032174, 1.05141325])"
399,1028,"array([4.20876258, 0.99675194])"
400,2367,"array([4.20657241, 0.99289075])"
401,2296,"array([4.18379964, 0.97919401])"
402,379,"array([4.13360033, 1.07755733])"
403,3421,"array([4.20806629, 1.01044737])"
404,3418,"array([4.21281222, 0.99751406])"
405,3402,"array([4.17793198, 0.96905787])"
406,3385,"array([4.19572245, 0.97684571])"
407,3367,"array([4.20408427, 0.98494428])"
408,3349,"array([4.21481362, 1.00163361])"
409,545,"array([4.13997429, 1.03059807])"
410,1589,"array([4.13932684, 1.00456448])"
411,3339,"array([4.17367934, 0.96954786])"
412,2402,"array([4.15768416, 0.99606929])"
413,3335,"array([4.19125969, 0.9768452 ])"
414,3317,"array([4.21900651, 1.0088762 ])"
415,1862,"array([4.11226339, 0.98150027])"
416,3313,"array([4.18751003, 0.977152  ])"
417,3295,"array([4.1850744 , 0.96684015])"
418,2383,"array([4.20750603, 1.02133039])"
419,1195,"array([4.1320819 , 1.01084471])"
420,3283,"array([4.212999  , 1.02082451])"
421,2375,"array([4.16454621, 0.99626776])"
422,292,"array([4.12628635, 1.02826774])"
423,3256,"array([4.20050842, 0.97567182])"
424,3259,"array([4.21070447, 1.01758962])"
425,3253,"array([4.1652832 , 1.00945123])"
426,3247,"array([4.20108623, 0.99634632])"
427,2368,"array([4.14304332, 0.98244153])"
428,1574,"array([4.13095559, 1.00452471])"
429,3215,"array([4.21797246, 1.01372352])"
430,3202,"array([4.21233608, 1.00451624])"
431,2351,"array([4.170311  , 1.00124397])"
432,3163,"array([4.18042922, 0.97368465])"
433,2338,"array([4.14885434, 0.99394027])"
434,1521,"array([4.18169541, 1.06421459])"
435,3148,"array([4.2090055 , 0.99003994])"
436,3124,"array([4.20872636, 1.00413423])"
437,3113,"array([4.21083649, 0.99381669])"
438,3013,"array([4.19290441, 0.96986678])"
439,1826,"array([4.1241856 , 0.99961425])"
440,3103,"array([4.19629846, 0.98684027])"
441,1822,"array([4.15609886, 0.99901383])"
442,3101,"array([4.19944402, 0.99307125])"
443,3083,"array([4.20364266, 0.97863801])"
444,3084,"array([4.206636  , 1.00701723])"
445,3078,"array([4.18418041, 0.97504763])"
446,3062,"array([4.19888622, 0.97925912])"
447,3059,"array([4.20307001, 0.99989978])"
448,2273,"array([4.19252992, 1.04885334])"
449,3048,"array([4.19734427, 0.98299365])"
450,523,"array([4.12525187, 1.02721077])"
451,373,"array([4.13235025, 1.01342657])"
452,1331,"array([4.13941751, 1.02054647])"
453,3004,"array([4.17630207, 0.97643145])"
454,3006,"array([4.205017  , 0.99629204])"
455,810,"array([4.11100943, 1.0088007 ])"
456,3000,"array([4.17208736, 0.9737985 ])"
457,2999,"array([4.21289127, 0.98956811])"
458,2989,"array([4.21693474, 1.01884532])"
459,1337,"array([4.13660092, 1.03970187])"
460,2941,"array([4.19055676, 0.98048093])"
461,2947,"array([4.20007849, 0.98587371])"
462,2945,"array([4.20488499, 1.00339355])"
463,2926,"array([4.18689575, 0.98149752])"
464,2217,"array([4.15892225, 1.02857256])"
465,1505,"array([4.14385648, 1.03950817])"
466,2920,"array([4.20253468, 0.98909072])"
467,2782,"array([4.18534434, 0.97145141])"
468,2904,"array([4.18984292, 0.9840389 ])"
469,2898,"array([4.18886385, 0.96870785])"
470,2198,"array([4.15191321, 1.05139748])"
471,2881,"array([4.1888325 , 0.97327019])"
472,2185,"array([4.15394336, 1.04455999])"
473,2858,"array([4.20313853, 0.99261917])"
474,1749,"array([4.15601039, 1.0345885 ])"
475,2837,"array([4.19364352, 0.98391436])"
476,517,"array([4.11693477, 1.04263032])"
477,2163,"array([4.1616575 , 1.01867757])"
478,2830,"array([4.20703132, 1.00018348])"
479,2632,"array([4.21865756, 1.00368009])"
480,796,"array([4.13532447, 1.04905891])"
481,2810,"array([4.20665815, 0.9820811 ])"
482,2144,"array([4.17555121, 1.03761113])"
483,2136,"array([4.1765978 , 1.04048765])"
484,2793,"array([4.17645438, 0.97260897])"
485,2786,"array([4.21156264, 1.01250845])"
486,2783,"array([4.20606283, 0.98814545])"
487,2775,"array([4.17593086, 0.96506768])"
488,2772,"array([4.19701251, 0.97287529])"
489,2771,"array([4.17139885, 0.9656345 ])"
490,2767,"array([4.19883898, 0.98940065])"
491,2764,"array([4.16919773, 0.96984515])"
492,2763,"array([4.208417  , 1.01447637])"
493,2752,"array([4.20149396, 0.98203079])"
494,2750,"array([4.21075843, 1.00085609])"
495,2747,"array([4.217216  , 0.99828837])"
496,2119,"array([4.16315717, 1.04198963])"
497,2744,"array([4.19436518, 0.98039697])"
498,2743,"array([4.20922525, 0.98563001])"
499,2707,"array([4.21496142, 0.99406833])"
500,2713,"array([4.19291917, 0.97388029])"
501,2700,"array([4.21414868, 1.01550144])"
502,1413,"array([4.1559755, 1.0837788])"
503,2695,"array([4.18192862, 0.970199  ])"
504,2619,"array([4.21563192, 1.0065653 ])"
505,2605,"array([4.18071889, 0.9655711 ])"
506,1117,"array([4.17397444, 1.07731337])"
507,300,"array([4.16515104, 1.0805718 ])"
508,7348,"array([4.21507503, 1.01061562])"
509,7425,"array([4.1621233 , 1.01427229])"
510,7557,"array([4.16757496, 1.05851051])"
511,7589,"array([4.12997602, 1.0872306 ])"
512,1368,"array([4.09887439, 1.03016575])"
513,164,"array([4.09032114, 1.04599967])"
514,244,"array([4.1225217 , 1.03520074])"
515,62,"array([4.11440187, 1.04504328])"
516,2244,"array([4.08076731, 1.06168639])"
517,148,"array([4.12205674, 1.09190282])"
518,7403,"array([4.10320619, 1.05752877])"
519,52,"array([4.11731505, 1.0572245 ])"
520,159,"array([4.12267094, 1.07101925])"
521,66,"array([4.11700303, 1.06713538])"
522,60,"array([4.12225397, 1.07650942])"
523,585,"array([4.11970289, 1.03941157])"
524,97,"array([4.13703002, 1.0609362 ])"
525,2006,"array([4.08756975, 1.10064603])"
526,1421,"array([4.13992481, 1.04140088])"
527,353,"array([4.11988993, 1.09121987])"
528,51,"array([4.12447458, 1.05447403])"
529,185,"array([4.11212245, 1.0529755 ])"
530,312,"array([4.13636531, 1.08089742])"
531,168,"array([4.12221948, 1.06845667])"
532,354,"array([4.12741284, 1.09539705])"
533,108,"array([4.1221397 , 1.08180322])"
534,91,"array([4.13375458, 1.08156315])"
535,40,"array([4.12439187, 1.07290796])"
536,271,"array([4.10966086, 1.08250185])"
537,119,"array([4.11612307, 1.08779939])"
538,54,"array([4.12611787, 1.08136324])"
539,375,"array([4.09199527, 1.03548494])"
540,177,"array([4.10977657, 1.03962069])"
541,31,"array([4.12383891, 1.05014985])"
542,47,"array([4.12246134, 1.05161062])"
543,23,"array([4.1140046 , 1.09938522])"
544,74,"array([4.14489958, 1.08628362])"
545,165,"array([4.11382115, 1.05502217])"
546,306,"array([4.11471123, 1.05020252])"
547,8,"array([4.10319289, 1.02870411])"
548,242,"array([4.11355385, 1.03941603])"
549,412,"array([4.11824166, 1.0407571 ])"
550,381,"array([4.11139564, 1.07584105])"
551,561,"array([4.1152654 , 1.09344743])"
552,216,"array([4.10690937, 1.06606751])"
553,107,"array([4.11768988, 1.05217304])"
554,681,"array([4.11265864, 1.08007572])"
555,79,"array([4.16820323, 1.08230979])"
556,272,"array([4.12654302, 1.07459329])"
557,39,"array([4.14304649, 1.07389969])"
558,150,"array([4.13571654, 1.07858598])"
559,181,"array([4.1255385 , 1.10408307])"
560,109,"array([4.14078939, 1.08868136])"
561,2404,"array([4.0880422, 1.0946683])"
562,24,"array([4.11709488, 1.04598366])"
563,19,"array([4.11813451, 1.02895028])"
564,7,"array([4.11372718, 1.02926934])"
565,348,"array([4.10637229, 1.04547169])"
566,473,"array([4.12586583, 1.1014764 ])"
567,1921,"array([4.12738563, 1.08294009])"
568,99,"array([4.12065977, 1.08930491])"
569,1380,"array([4.09462617, 1.04544285])"
570,73,"array([4.11412038, 1.03108935])"
571,85,"array([4.11293525, 1.03771667])"
572,189,"array([4.12008934, 1.05867076])"
573,787,"array([4.12167965, 1.04299459])"
574,133,"array([4.10849173, 1.05245053])"
575,1709,"array([4.11520632, 1.08067948])"
576,658,"array([4.12117642, 1.11232814])"
577,293,"array([4.12253942, 1.08466275])"
578,768,"array([4.12032469, 1.07580173])"
579,45,"array([4.13408205, 1.08596145])"
580,471,"array([4.09943262, 1.09876437])"
581,1632,"array([4.10799422, 1.09117098])"
582,281,"array([4.07152458, 1.0537151 ])"
583,269,"array([4.09229807, 1.05583539])"
584,2336,"array([4.082076  , 1.04111973])"
585,206,"array([4.08117659, 1.02481282])"
586,241,"array([4.13110025, 1.02775626])"
587,190,"array([4.10236811, 1.04739671])"
588,7577,"array([4.11377893, 1.06271557])"
589,798,"array([4.11359912, 1.06070533])"
590,211,"array([4.12282135, 1.06326781])"
591,140,"array([4.12825732, 1.08068302])"
592,217,"array([4.14252693, 1.09026064])"
593,182,"array([4.13836874, 1.09208854])"
594,236,"array([4.13965795, 1.09464171])"
595,777,"array([4.13212734, 1.07251448])"
596,1098,"array([4.1359528 , 1.09806748])"
597,106,"array([4.1261892 , 1.06882872])"
598,237,"array([4.11837368, 1.06989955])"
599,1401,"array([4.11065013, 1.08998688])"
600,1409,"array([4.10452714, 1.11022281])"
601,769,"array([4.10819689, 1.07122217])"
602,1209,"array([4.11744083, 1.09556023])"
603,917,"array([4.12562189, 1.09936419])"
604,114,"array([4.07002683, 1.05157361])"
605,2698,"array([4.08230718, 1.09432305])"
606,1127,"array([4.13229641, 1.05245079])"
607,1009,"array([4.14089945, 1.05198517])"
608,1386,"array([4.07630198, 1.05164085])"
609,173,"array([4.11373598, 1.02299986])"
610,43,"array([4.11419091, 1.03674146])"
611,647,"array([4.10670419, 1.02369449])"
